Date,Close,returns,returns_20d,returns_120d,returns_200d,sma_ratio_20,sma_ratio_50,sma_ratio_200,ema_12,ema_26,macd,macd_diff,bb_width,bb_position,rsi,volatility_20,volatility_ratio,volume_ratio,close_to_resistance,close_to_support,trend_strength_normalized
2017-10-25,305.7,-0.022385673169171727,0.028427249789739317,0.22402402402402388,0.5148662041625369,1.0038419860112304,1.035769101757453,1.1788455642898874,309.8631848862217,304.3201043695458,5.5430805166759,-0.44972531767618307,0.14276677015170114,0.5269109261710414,57.36879942487419,0.022000158365909944,0.9788217456754812,0.8049856570559278,0.9293205654354765,1.0867401350870955,0.030706575073601385
2017-10-26,297.1,-0.028132155708210593,0.0419077678414872,0.18060798728392613,0.47810945273631855,0.9736913257572655,1.0046020308447654,1.1435631750332949,307.8996179806491,303.7852818236535,4.114336156995591,-1.502775741885194,0.13168227603595756,0.30021096965585115,51.08834827144689,0.020877595421310804,0.9278380167386894,0.6538082472414859,0.9031767745858034,1.0487116131309566,0.03160047122181091
2017-10-27,292.55,-0.01531470885223829,0.0010265183917879117,0.15199842488678894,0.46348174087043525,0.9587323955201258,0.9874638835633084,1.1240455650533445,305.5381382913185,302.9530387256051,2.585099565713392,-2.4256098665339145,0.13141313401913518,0.18597047176528614,47.44929317762755,0.020515818695959035,0.9078323072498873,0.7341654497723399,0.8893448852409181,1.0157986111111112,0.030348658349000274
2017-10-30,300.15,0.02597846521962044,0.03499999999999992,0.165631067961165,0.4981282755178438,0.9820055619172255,1.011525629360024,1.1510396843125543,304.70919393880797,302.7454062274121,1.9637877113958666,-2.437537376681153,0.12378806682366923,0.3546351151245724,40.87136929460578,0.021199791910609323,0.9351400292194603,0.7438210870188808,0.9124487004103967,1.0385813148788927,0.029718474096285058
2017-10-31,295.65,-0.014992503748125885,0.015630367571281223,0.15691645470553683,0.47824999999999984,0.9665634118233608,0.9947946984660008,1.1317071303482396,303.315471794376,302.21982058093715,1.0956512134388277,-2.6445390997105536,0.119524030999418,0.22025217107343006,39.584728734092415,0.021526681865323038,0.9459486655331442,0.5236261198578313,0.8987688098495211,1.0194827586206896,0.02936073059360729
2017-11-01,298.05,0.008117706747843956,0.00828822733423551,0.16790752351097193,0.48690446495385387,0.9740196078431373,1.0011084240225714,1.138766784918074,302.50539921062585,301.91094498234924,0.5944542282766179,-2.5165888678982107,0.1177834320252364,0.27942235414488414,41.00719424460431,0.02132873947673165,0.9338761293670782,0.7590665967514502,0.9060647514819882,1.0277586206896552,0.027780573729239966
2017-11-02,297.35,-0.0023485992283173163,0.00643086816720273,0.16997835923667126,0.49534825245159686,0.9714304382626311,0.9966849791679936,1.133958500970548,301.7122608705296,301.5730972058789,0.13916366465065266,-2.3775035452193407,0.11633928538907605,0.2544289390997793,45.075485262401166,0.02133786381500532,0.9311798047777367,0.6207248767587077,0.903936768505852,1.0214702851253865,0.026083739700689328
2017-11-03,298.75,0.004708256263662225,0.0113405551794179,0.16199922209257078,0.5008791760864104,0.9754703889637159,0.9994279424998579,1.1371357121514607,301.25652842890963,301.3639788943323,-0.1074504654226871,-2.0992941402341447,0.11389651176123469,0.28463246453318525,42.55639097744361,0.02135725924437431,0.9289688358050597,0.3338186599418839,0.9081927344581243,1.026279628993473,0.024574058577405845
2017-11-06,299.3,0.001841004184100381,0.008763060330299943,0.1795073891625616,0.5196750444275198,0.9768515874246269,0.9999832946325654,1.1370144159220008,300.95552405523125,301.21109156882625,-0.25556751359499685,-1.7979289507251635,0.11212923709508513,0.29355596118304605,36.75496688741718,0.02134207403737803,0.9266859817742576,0.2924183137192477,0.9098647210822314,1.028169014084507,0.023680253925827042
2017-11-07,294.7,-0.01536919478783838,-0.05951811073879054,0.16574367088607578,0.3771028037383177,0.9647744385516925,0.9840915769508187,1.1178259480136967,299.9931357390418,300.72878848965394,-0.7356527506121324,-1.8224113501938393,0.11528176690985018,0.19443943832112087,24.780316344463955,0.0171353097461674,0.7457223355428743,0.2702665940469599,0.8958808329533363,1.0123668842322224,0.02034611469290798
2017-11-08,309.05,0.04869358669833734,-0.006908740359897081,0.23176564368274222,0.4505984510678245,1.0121089560426064,1.0307266948375284,1.1701264686923494,301.3864994714969,301.34517452745735,0.041324944039558886,-0.8363469244337184,0.11452505674697197,0.6057319366307725,45.99838318512531,0.020613340177737298,0.8957926984006587,1.7106221534796635,0.9395044839641283,1.06166265888011,0.017846626759424142
2017-11-09,309.95,0.0029121501375182213,-0.00593329057087888,0.23732534930139715,0.46479206049149346,1.0153639520408833,1.0329015552674814,1.1713531500310836,302.7039610912666,301.98256900690495,0.7213920843616393,-0.1250238272893105,0.1137441687647875,0.63507463466241,44.97528830313013,0.0206197253392739,0.8950355172051709,0.875428526016017,0.9422404620763034,1.0647543799381654,0.01672205194386189
2017-11-10,311.45,0.004839490240361455,0.023833004602235475,0.257875605815832,0.4691037735849055,1.0190676406350971,1.0368429638161947,1.174814201502608,304.04950553876404,302.6838601915787,1.3656453471853638,0.4153835484275312,0.11497252933785793,0.6658451870625988,49.02127659574465,0.01982896724658583,0.8603853869974905,2.4713260318814947,0.9468004255965953,1.0699072483682581,0.016822925028094463
2017-11-13,305.15,-0.02022796596564458,-0.011339705167665692,0.25112751127511257,0.4482676791646891,0.9990260192013355,1.0155046240985586,1.1490033059967315,304.21881237895417,302.8665372144247,1.3522751645294875,0.3216106926173239,0.11466294337860934,0.4915057055927087,44.18783679753656,0.020131253944367027,0.8722308777044557,0.4037838551581884,0.9276485788113694,1.0482652009618687,0.016242831394396404
2017-11-14,305.9,0.0024578076355890044,-0.02981287662543619,0.23396530859217424,0.4795646916565899,1.0030248133058994,1.0174587811116542,1.1496812443918274,304.4774566283458,303.09123816150435,1.3862184668414557,0.2844431959434337,0.1107751386906246,0.5273058859745348,50.17035775127767,0.019479047768127183,0.8431783774838049,0.278981397548887,0.9299285605715154,1.050841635176915,0.014143510951291306
2017-11-15,305.15,-0.002451781627982985,-0.056431663574520674,0.2429735234215884,0.45274934539395373,1.003568315985069,1.0142624950558232,1.144816577049082,304.5809248393695,303.24373903842996,1.337185800939551,0.18832842403322325,0.09540575852504353,0.537401473875735,57.915437561455214,0.018411433718230737,0.7970905136644859,0.476625260670417,0.9276485788113694,1.0482652009618687,0.01050630837293103
2017-11-16,315.6,0.03424545305587423,0.005095541401273884,0.3185711301441405,0.2834485563237088,1.0376629568133622,1.0470613605825854,1.1824753112381055,306.2761671717742,304.1590176281759,2.117149543598316,0.7746337333535906,0.09700013800009227,0.8882773528974397,70.30837004405285,0.01907757590593319,0.8262485142989668,0.7739210234044906,0.9710769230769232,1.084163517691515,0.008650190114068318
2017-11-17,318.65,0.009664131812420651,0.008226546432526405,0.31131687242798334,0.2540338449429358,1.0472434475392327,1.0558106863349301,1.192460907752212,308.17983376073204,305.2324237297925,2.9474100309395226,1.2839153765558375,0.10011231834100892,0.9719044401539977,67.72030651340995,0.019143142548554606,0.83059414982767,0.6552294437803079,0.9804615384615384,1.0946410168327034,0.007748313196296681
2017-11-20,313.7,-0.015534285265965786,0.00351887396033268,0.26875631951466117,0.2859192457470794,1.0307889462097066,1.0378035749140677,1.172406769462485,309.0290901052348,305.8596516016597,3.1694385035750656,1.2047550793531043,0.10097441420088214,0.8049182949301785,67.1415004748338,0.019316208469769856,0.8403665724042968,0.35731370296679754,0.9652307692307692,1.0776365510133974,0.006557220274147327
2017-11-21,336.25,0.07188396557220278,0.07531180044771357,0.3577629719362003,0.3871699669966997,1.1006276441658551,1.1090149308865196,1.2544839640574021,313.2169223967371,308.1107885200553,5.106133876681838,2.513160361967901,0.1357495006349916,1.2412745070527118,76.23626373626372,0.025078915395059364,1.0881968894883838,4.045700677889041,0.9803206997084548,1.1551013397457917,0.006871375464684156
2017-11-22,340.1,0.01144981412639412,0.11252862283284282,0.3952820512820514,0.42450261780104714,1.106997257732462,1.1180365161706018,1.2664532327419682,317.3527804895468,310.4803597407919,6.872420748754848,3.423557787232729,0.16843395872971018,1.135247538794496,78.1435154707044,0.024340705714522504,1.0538540390564468,2.844971586283671,0.9739404352806416,1.16832703538303,0.008919435460158954
2017-11-23,345.25,0.015142605116142294,0.1620666442275327,0.41408969895556,0.44244829747232095,1.1150225265231644,1.1311513007011336,1.2831006997126264,321.6446604142319,313.0558886488814,8.588771765350486,4.1119270430626935,0.19674812743401787,1.0846181512540125,79.17189460476786,0.02307274147236757,0.9970540936838357,2.0653663831906752,0.9864285714285714,1.1860185503263483,0.012787834902244645
2017-11-24,343.15,-0.006082548877624938,0.17296188685694736,0.40520065520065507,0.3644135188866797,1.099258405010171,1.121163409199323,1.2731279657778451,324.95317419665776,315.2850820822976,9.66809211436015,4.152997913657885,0.21014980943004227,0.9723221271500297,76.98461538461534,0.022675202726586036,0.9785909607718433,0.8864751116463445,0.9720963172804532,1.1771869639794168,0.01777356841031616
2017-11-27,350.8,0.022293457671572314,0.16874895885390662,0.4150867285195643,0.3970529669454401,1.114721279959326,1.1418230109234835,1.2991076966946449,328.9296089356335,317.9158167428682,11.013792192765322,4.398958393650446,0.23201103583526156,0.9944647548609862,83.27402135231316,0.0225380918730184,0.9712914977570809,2.0507396275730074,0.9881690140845071,1.2034305317324185,0.021292759407069504
2017-11-28,351.25,0.0012827822120866639,0.1880602063250465,0.394679372642446,0.4336734693877551,1.1063776173114632,1.1390758973161588,1.2982200986647274,332.36351525322834,320.38501550265573,11.97849975057261,4.290932761166186,0.24439878052086852,0.9352624717879059,79.97159090909089,0.02194795923199486,0.9445888968526773,1.3982336047370938,0.9729916897506925,1.2049742710120068,0.025945907473309413
2017-11-29,338.85,-0.03530249110320283,0.1368897835933569,0.3567567567567569,0.3164335664335667,1.0605052931373085,1.0953931098690441,1.250507436247555,333.3614359835009,321.75279213208864,11.60864385141224,3.1368614896046516,0.2427725481539494,0.7492262555935291,67.64346764346766,0.024071641281393604,1.0330851059822799,1.3076605633030591,0.9386426592797784,1.1624356775300173,0.030032462741626183
2017-11-30,342.45,0.010624169986719778,0.15167311249369408,0.3616302186878728,0.3090596330275228,1.0642612404726943,1.1033356208739693,1.261910442866263,334.75967660142385,323.28591864082284,11.473757960601006,2.4015804790347346,0.2399349163620558,0.7678277986673921,68.45238095238095,0.023989487859325066,1.0260952266215921,0.5562174073725401,0.9486149584487534,1.1747855917667238,0.03327639071397276
2017-12-01,328.35,-0.041173893999123856,0.0990794979079499,0.32345828295042334,0.27787507297139546,1.0157694062690932,1.056725582832353,1.2083630425282335,333.7735725088971,323.66103577853966,10.11253673035742,0.8322873990329178,0.2297103815767576,0.5686490795968827,62.636165577342084,0.02633495671993721,1.124956967286452,0.3349310879557044,0.9095567867036012,1.1264150943396227,0.03815593117100657
2017-12-04,327.35,-0.003045530683721598,0.09371867691279645,0.31071071071071077,0.30861483110133925,1.0083011196500902,1.0516559525301103,1.2029740856193425,332.78533058445134,323.93429238753674,8.851038196914601,-0.34336890752792115,0.2180550184423186,0.5380689227397264,61.65127648017385,0.026388999908738588,1.1263363829428248,0.22618401667284865,0.9067867036011081,1.1229845626072041,0.040885901939819634
2017-12-05,333.85,0.019856422789063632,0.13284696301323384,0.3133359559402047,0.325590629342863,1.0221592866164033,1.0704643541943222,1.2250151131675826,332.94912587915115,324.6687892477192,8.280336631431965,-0.731256378408446,0.1998971025969462,0.6108534657507426,64.67280163599185,0.02614534417182173,1.1149195486238812,0.5383868083343851,0.9247922437673131,1.1452830188679246,0.0441470720383407
2017-12-06,334.25,0.0011981428785381443,0.08154020385050953,0.3087314017227878,0.3359312549960032,1.0194511586058606,1.069209952209434,1.2245944732961467,333.14926035928175,325.37850856270296,7.770751796578793,-0.9926729706092949,0.19350543316279234,0.6005199610570966,60.62678062678063,0.024203387815900194,1.03328731754536,0.4015743842165943,0.9259002770083102,1.1143523920653442,0.045649962602842264
